AGE,SCHOOL TYPE,GENDER,CASTE,FAMILY INCOME,OCCUPATION,MARRIED(YES/NO),ACADEMIC MARKS,NO OF SIBLINGS,WORK(YES/NO),CLASS,LOCATION,DROPOUT
15,GOVT,F,ST,59000,LABOUR,YES,74,4,NO,4,URBAN,Y
12,GOVT,M,SC,59000,TEACHER,YES,75,5,NO,5,RURAL,Y
17,PVT,M,GEN,300000,OTHERS,NO,86,1,NO,10,URBAN,N
13,PVT,M,GEN,144915,LABOUR,NO,69,5,NO,4,RURAL,Y
15,GOVT,M,SC,122895,FARMER,NO,63,1,YES,5,RURAL,Y
15,GOVT,F,GEN,239590,OTHERS,NO,68,1,YES,5,RURAL,N
17,GOVT,F,SC,128492,OTHERS,NO,60,3,YES,4,RURAL,Y
13,GOVT,M,ST,86807,LABOUR,YES,64,4,NO,3,RURAL,Y
10,GOVT,M,GEN,72956,LABOUR,NO,76,5,YES,5,RURAL,Y
18,PVT,F,GEN,215226,BUSINESS,NO,67,1,NO,10,URBAN,N
16,PVT,F,GEN,237113,BUSINESS,NO,89,1,NO,9,URBAN,N
12,GOVT,M,OBC,59000,TEACHER,NO,56,3,NO,5,RURAL,Y
17,GOVT,M,ST,104274,LABOUR,YES,75,3,NO,5,RURAL,Y
11,PVT,F,GEN,300000,BUSINESS,YES,84,2,NO,8,URBAN,N
17,PVT,F,GEN,300000,BUSINESS,NO,86,2,NO,9,URBAN,N
15,GOVT,M,SC,114575,OTHERS,NO,76,1,YES,10,RURAL,Y
14,GOVT,M,OBC,82348,TEACHER,NO,59,4,YES,4,RURAL,Y
18,PVT,F,GEN,300000,LABOUR,NO,86,2,NO,3,URBAN,N
14,GOVT,M,SC,59000,LABOUR,NO,73,4,YES,3,URBAN,Y
16,PVT,F,GEN,300000,ACCOUNTANT,NO,88,1,NO,7,URBAN,N
17,PVT,F,GEN,281500,ACCOUNTANT,NO,81,2,NO,8,URBAN,N
18,PVT,F,GEN,266755,BUSINESS,YES,85,1,NO,9,URBAN,N
14,GOVT,M,SC,121971,LABOUR,NO,74,3,YES,4,RURAL,N
16,PVT,M,GEN,238613,ACCOUNTANT,NO,89,1,NO,9,RURAL,N
11,GOVT,M,ST,59000,LABOUR,YES,55,5,NO,3,URBAN,Y
13,GOVT,M,SC,91011,LABOUR,YES,58,4,NO,4,RURAL,Y
17,GOVT,M,GEN,133559,FARMER,NO,83,1,NO,12,RURAL,N
13,GOVT,M,GEN,113833,LABOUR,NO,56,3,NO,3,RURAL,Y
17,GOVT,F,GEN,118845,BUSINESS,NO,89,1,NO,9,RURAL,N
15,GOVT,M,OBC,101265,FARMER,NO,55,3,YES,5,RURAL,Y
13,GOVT,F,SC,59000,LABOUR,NO,62,4,YES,4,URBAN,Y
18,PVT,F,GEN,87173,TEACHER,YES,82,1,NO,8,URBAN,N
11,GOVT,M,ST,67448,OTHERS,NO,55,1,YES,5,RURAL,Y
9,GOVT,M,GEN,63806,LABOUR,NO,75,3,YES,11,URBAN,Y
18,PVT,F,GEN,203493,ACCOUNTANT,NO,83,1,NO,12,RURAL,N
12,GOVT,M,OBC,113404,LABOUR,NO,62,2,YES,4,RURAL,Y
15,GOVT,M,GEN,94323,LABOUR,NO,61,5,YES,4,RURAL,Y
14,GOVT,M,SC,59000,LABOUR,NO,55,3,YES,3,RURAL,Y
12,GOVT,M,ST,109943,LABOUR,NO,62,3,NO,9,URBAN,Y
17,GOVT,F,GEN,141620,ACCOUNTANT,NO,88,2,NO,10,RURAL,N
16,PVT,F,GEN,300000,BUSINESS,YES,85,1,NO,8,URBAN,N
13,PVT,F,GEN,83583,OTHERS,NO,65,2,YES,3,RURAL,N
12,GOVT,M,OBC,114775,LABOUR,NO,61,4,YES,3,RURAL,Y
16,PVT,F,GEN,224625,ACCOUNTANT,YES,83,1,NO,9,URBAN,N
12,GOVT,M,OBC,59000,LABOUR,NO,56,4,YES,3,RURAL,Y
12,GOVT,F,SC,90576,LABOUR,NO,63,4,YES,3,URBAN,N
17,PVT,F,GEN,300000,OTHERS,NO,87,2,NO,10,URBAN,N
17,PVT,F,GEN,249682,TEACHER,YES,88,1,NO,4,URBAN,N
18,PVT,F,GEN,290832,ACCOUNTANT,NO,84,2,NO,9,URBAN,N
12,GOVT,M,ST,98168,LABOUR,NO,62,3,NO,3,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,78,1,NO,10,URBAN,N
12,GOVT,M,ST,59000,LABOUR,NO,64,5,YES,3,RURAL,Y
16,GOVT,M,GEN,114152,LABOUR,NO,76,4,NO,3,RURAL,Y
18,GOVT,M,GEN,102396,ACCOUNTANT,NO,85,2,NO,4,RURAL,Y
17,PVT,M,GEN,153532,FARMER,NO,83,1,NO,11,URBAN,N
12,GOVT,M,OBC,94448,OTHERS,NO,58,2,YES,5,RURAL,N
17,PVT,F,GEN,224463,ACCOUNTANT,YES,89,1,NO,7,URBAN,N
12,GOVT,M,OBC,59150,BUSINESS,NO,55,5,YES,4,RURAL,Y
18,PVT,F,GEN,127404,ACCOUNTANT,NO,85,2,NO,9,URBAN,N
12,GOVT,M,OBC,59000,OTHERS,NO,60,4,YES,3,RURAL,Y
14,GOVT,M,ST,68270,LABOUR,NO,62,5,YES,5,RURAL,Y
13,GOVT,F,SC,87236,LABOUR,NO,59,4,YES,3,URBAN,Y
10,PVT,F,GEN,82049,TEACHER,NO,75,3,NO,3,URBAN,N
14,PVT,M,GEN,292098,OTHERS,NO,84,1,NO,10,RURAL,N
15,GOVT,M,GEN,100615,ACCOUNTANT,NO,61,1,NO,3,RURAL,N
13,GOVT,M,SC,86580,LABOUR,NO,56,2,YES,4,RURAL,Y
17,PVT,F,GEN,291649,BUSINESS,NO,88,2,NO,9,RURAL,N
18,PVT,M,GEN,137518,ACCOUNTANT,NO,87,2,NO,10,RURAL,N
13,GOVT,M,ST,59000,LABOUR,YES,61,4,YES,4,RURAL,Y
18,GOVT,M,GEN,107664,ACCOUNTANT,YES,89,4,NO,3,URBAN,Y
18,PVT,F,GEN,218577,BUSINESS,NO,88,1,NO,9,RURAL,N
18,GOVT,F,GEN,173600,ACCOUNTANT,YES,89,2,NO,7,URBAN,N
12,GOVT,M,OBC,59000,LABOUR,NO,58,5,YES,3,RURAL,Y
15,GOVT,M,SC,128706,OTHERS,NO,68,5,YES,4,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,89,2,NO,9,URBAN,N
16,PVT,F,GEN,195912,ACCOUNTANT,YES,84,2,NO,9,URBAN,N
16,PVT,F,GEN,281689,ACCOUNTANT,YES,76,1,NO,9,URBAN,N
15,GOVT,F,SC,240976,BUSINESS,NO,81,3,YES,10,URBAN,N
12,PVT,F,GEN,295184,LABOUR,NO,83,2,NO,7,URBAN,N
10,GOVT,M,OBC,87735,OTHERS,NO,63,2,YES,3,RURAL,Y
18,PVT,M,GEN,300000,TEACHER,NO,88,1,NO,10,URBAN,N
10,GOVT,M,GEN,91464,LABOUR,NO,61,5,YES,4,RURAL,Y
18,PVT,F,GEN,168408,ACCOUNTANT,NO,89,1,YES,10,RURAL,N
14,GOVT,M,OBC,66457,LABOUR,NO,55,3,YES,4,RURAL,Y
18,PVT,F,GEN,89743,BUSINESS,NO,88,2,YES,11,RURAL,N
12,GOVT,M,ST,66089,LABOUR,NO,60,2,YES,5,RURAL,Y
18,PVT,F,OBC,112088,OTHERS,NO,64,1,YES,11,RURAL,Y
15,GOVT,M,GEN,119471,OTHERS,NO,76,1,NO,5,URBAN,Y
18,GOVT,M,GEN,97040,FARMER,NO,67,3,YES,9,RURAL,Y
18,PVT,F,GEN,148508,ACCOUNTANT,NO,88,2,NO,8,URBAN,N
17,PVT,M,OBC,139537,ACCOUNTANT,NO,64,2,YES,10,RURAL,Y
18,PVT,F,GEN,173775,BUSINESS,YES,77,1,NO,10,URBAN,N
12,GOVT,M,OBC,86800,LABOUR,NO,63,4,NO,3,RURAL,Y
10,GOVT,F,SC,92643,LABOUR,NO,75,3,NO,3,URBAN,Y
18,PVT,M,OBC,280129,OTHERS,NO,86,1,NO,8,URBAN,N
16,GOVT,M,OBC,135838,TEACHER,NO,58,4,YES,4,RURAL,Y
14,GOVT,M,GEN,59000,OTHERS,NO,65,5,YES,3,RURAL,Y
18,GOVT,F,GEN,300000,LABOUR,NO,76,1,NO,10,URBAN,N
13,GOVT,M,OBC,86823,FARMER,YES,55,3,YES,5,RURAL,Y
17,PVT,F,GEN,290352,BUSINESS,NO,89,1,NO,10,URBAN,N
12,GOVT,M,GEN,145109,ACCOUNTANT,NO,73,2,YES,3,URBAN,Y
18,PVT,F,GEN,256277,ACCOUNTANT,YES,89,1,NO,9,URBAN,N
10,GOVT,M,GEN,102584,LABOUR,NO,76,3,NO,5,RURAL,Y
17,PVT,F,GEN,247015,BUSINESS,NO,85,2,NO,9,URBAN,N
18,PVT,F,GEN,225685,ACCOUNTANT,YES,89,1,NO,9,URBAN,N
18,PVT,F,GEN,272543,LABOUR,NO,82,2,NO,9,RURAL,N
10,GOVT,M,GEN,121510,LABOUR,NO,76,5,NO,3,URBAN,Y
15,GOVT,M,OBC,59000,LABOUR,YES,58,5,NO,4,RURAL,Y
18,PVT,F,GEN,271000,ACCOUNTANT,YES,83,1,NO,9,URBAN,N
17,GOVT,F,SC,95092,LABOUR,YES,63,4,NO,3,URBAN,N
18,PVT,F,GEN,233787,OTHERS,NO,83,1,NO,11,URBAN,N
17,PVT,F,GEN,169424,TEACHER,YES,85,1,NO,11,URBAN,N
11,GOVT,M,GEN,86000,LABOUR,NO,67,3,YES,3,RURAL,N
16,PVT,M,GEN,101504,ACCOUNTANT,NO,88,2,NO,9,RURAL,N
14,GOVT,M,OBC,108136,ACCOUNTANT,YES,55,3,NO,4,RURAL,Y
17,PVT,F,GEN,169134,ACCOUNTANT,YES,88,2,NO,10,URBAN,N
13,GOVT,M,ST,95647,LABOUR,NO,72,3,NO,3,RURAL,Y
11,GOVT,M,OBC,59000,OTHERS,NO,74,5,YES,3,URBAN,Y
13,GOVT,M,OBC,89802,BUSINESS,NO,75,3,YES,11,RURAL,Y
15,PVT,M,GEN,103298,BUSINESS,NO,59,1,NO,8,RURAL,N
16,PVT,F,GEN,212258,ACCOUNTANT,NO,86,2,NO,9,URBAN,N
18,GOVT,M,GEN,105789,LABOUR,NO,63,1,YES,9,RURAL,Y
14,GOVT,M,OBC,98920,LABOUR,YES,65,4,YES,3,RURAL,Y
15,GOVT,M,OBC,103611,ACCOUNTANT,NO,78,3,YES,4,RURAL,Y
18,PVT,M,GEN,105180,LABOUR,NO,74,4,NO,10,RURAL,N
15,GOVT,F,SC,76389,LABOUR,NO,64,2,YES,8,URBAN,N
12,PVT,M,GEN,109290,OTHERS,NO,55,2,NO,4,RURAL,N
13,GOVT,M,SC,59000,TEACHER,YES,58,5,YES,3,RURAL,Y
18,GOVT,M,GEN,92422,LABOUR,YES,55,4,NO,10,RURAL,Y
16,PVT,F,GEN,300000,ACCOUNTANT,YES,88,1,NO,9,URBAN,N
17,PVT,F,GEN,163363,TEACHER,YES,87,1,NO,9,URBAN,N
18,PVT,F,GEN,148381,ACCOUNTANT,NO,89,1,NO,10,URBAN,N
15,PVT,F,GEN,300000,ACCOUNTANT,YES,89,2,NO,8,URBAN,N
13,GOVT,M,SC,101236,LABOUR,NO,59,5,NO,3,RURAL,Y
12,GOVT,M,SC,59900,LABOUR,YES,72,4,YES,4,RURAL,Y
16,PVT,F,GEN,101284,BUSINESS,NO,82,3,NO,9,URBAN,N
18,GOVT,F,GEN,100402,ACCOUNTANT,NO,76,1,NO,9,URBAN,N
18,PVT,F,GEN,149338,BUSINESS,YES,86,3,YES,10,URBAN,N
11,GOVT,M,OBC,92392,TEACHER,YES,60,4,YES,4,RURAL,N
18,GOVT,F,SC,233690,OTHERS,NO,74,1,YES,5,URBAN,N
18,PVT,F,GEN,269213,LABOUR,YES,89,1,NO,9,URBAN,N
9,GOVT,M,GEN,95735,LABOUR,NO,56,3,NO,3,RURAL,Y
18,GOVT,M,GEN,149561,FARMER,NO,68,2,YES,4,RURAL,Y
15,GOVT,M,GEN,124726,ACCOUNTANT,NO,75,1,NO,10,RURAL,Y
17,PVT,F,GEN,300000,ACCOUNTANT,NO,82,1,NO,10,URBAN,N
18,PVT,F,GEN,296421,LABOUR,NO,62,1,NO,11,URBAN,N
11,GOVT,F,OBC,155862,LABOUR,NO,65,5,NO,3,RURAL,Y
15,GOVT,M,OBC,106796,ACCOUNTANT,NO,58,2,YES,12,RURAL,Y
14,GOVT,M,SC,59000,LABOUR,NO,65,4,YES,4,RURAL,Y
15,PVT,F,GEN,300000,LABOUR,YES,82,2,NO,8,URBAN,N
18,PVT,F,GEN,121130,ACCOUNTANT,NO,88,1,NO,10,URBAN,N
17,PVT,F,GEN,300000,OTHERS,NO,89,2,NO,9,URBAN,N
18,PVT,F,GEN,300000,BUSINESS,YES,89,2,NO,7,URBAN,N
15,GOVT,M,SC,64432,LABOUR,NO,58,5,YES,4,RURAL,Y
11,GOVT,M,GEN,78290,OTHERS,NO,76,4,YES,11,RURAL,Y
18,GOVT,M,GEN,232197,TEACHER,NO,84,1,NO,10,RURAL,N
18,GOVT,M,GEN,103960,TEACHER,NO,76,1,YES,10,RURAL,N
17,PVT,F,GEN,300000,BUSINESS,YES,89,2,NO,7,URBAN,N
17,GOVT,M,OBC,59661,ACCOUNTANT,NO,73,2,YES,4,RURAL,Y
13,GOVT,M,SC,59000,LABOUR,YES,59,3,YES,4,RURAL,Y
15,GOVT,M,OBC,99476,BUSINESS,NO,61,4,YES,4,RURAL,Y
13,GOVT,M,OBC,95491,OTHERS,NO,62,3,YES,5,RURAL,Y
15,GOVT,M,GEN,108225,ACCOUNTANT,YES,62,3,NO,4,RURAL,Y
17,PVT,F,GEN,272660,BUSINESS,NO,87,2,NO,9,URBAN,N
9,GOVT,M,OBC,142091,LABOUR,NO,55,5,YES,4,RURAL,Y
11,GOVT,M,SC,95641,TEACHER,NO,58,3,YES,4,RURAL,Y
16,PVT,F,GEN,247114,BUSINESS,YES,89,1,NO,8,URBAN,N
14,GOVT,F,SC,77796,BUSINESS,YES,74,4,NO,3,URBAN,Y
15,GOVT,F,SC,82743,LABOUR,NO,60,2,YES,9,URBAN,N
18,PVT,F,OBC,129002,OTHERS,NO,81,1,YES,11,RURAL,N
18,PVT,F,GEN,158013,TEACHER,NO,83,1,YES,11,RURAL,N
18,PVT,F,GEN,291927,ACCOUNTANT,NO,89,2,NO,11,URBAN,N
18,PVT,F,GEN,145927,ACCOUNTANT,NO,86,1,NO,10,URBAN,N
17,GOVT,M,GEN,97957,LABOUR,YES,74,4,NO,3,URBAN,Y
17,PVT,F,GEN,167997,ACCOUNTANT,YES,81,1,NO,8,URBAN,N
18,PVT,F,GEN,226367,BUSINESS,YES,85,2,NO,7,URBAN,N
18,PVT,M,GEN,170996,BUSINESS,NO,75,2,NO,9,URBAN,N
18,PVT,F,GEN,234533,ACCOUNTANT,NO,81,2,NO,12,RURAL,N
11,GOVT,M,GEN,118788,LABOUR,YES,65,5,YES,3,RURAL,Y
13,GOVT,M,SC,85707,TEACHER,NO,62,5,YES,3,RURAL,Y
9,GOVT,M,SC,65581,LABOUR,NO,55,4,YES,4,RURAL,Y
12,GOVT,M,SC,59000,TEACHER,NO,57,4,YES,3,RURAL,Y
17,PVT,F,GEN,157396,ACCOUNTANT,NO,89,1,NO,8,URBAN,N
18,PVT,F,SC,174125,TEACHER,YES,89,2,NO,8,URBAN,Y
13,GOVT,F,SC,59000,LABOUR,NO,62,4,NO,3,URBAN,N
17,PVT,F,GEN,87944,TEACHER,YES,89,2,NO,9,URBAN,N
18,PVT,F,GEN,300000,OTHERS,NO,89,1,NO,10,RURAL,N
15,GOVT,M,ST,90079,LABOUR,NO,58,4,YES,5,RURAL,Y
18,GOVT,M,GEN,190710,ACCOUNTANT,NO,89,1,NO,10,RURAL,N
14,PVT,F,GEN,219237,ACCOUNTANT,YES,89,1,NO,10,URBAN,N
16,PVT,F,GEN,122142,BUSINESS,NO,76,2,NO,9,URBAN,N
13,GOVT,M,ST,197269,OTHERS,NO,61,4,YES,9,RURAL,Y
18,GOVT,M,OBC,105608,FARMER,NO,74,3,NO,3,RURAL,Y
17,GOVT,M,OBC,122305,ACCOUNTANT,NO,61,2,YES,12,RURAL,Y
18,GOVT,M,GEN,120113,ACCOUNTANT,NO,72,1,YES,10,RURAL,Y
16,GOVT,M,SC,59000,FARMER,YES,67,5,NO,3,RURAL,Y
13,GOVT,M,GEN,71389,LABOUR,NO,58,3,YES,4,RURAL,Y
15,GOVT,F,GEN,124078,TEACHER,NO,73,4,YES,10,RURAL,Y
13,GOVT,M,SC,59000,LABOUR,NO,61,5,YES,3,RURAL,Y
11,GOVT,M,OBC,86081,TEACHER,NO,74,4,YES,4,RURAL,Y
13,GOVT,F,SC,68945,LABOUR,NO,72,2,NO,3,URBAN,N
12,PVT,M,GEN,107105,OTHERS,NO,75,2,NO,4,RURAL,Y
15,GOVT,F,GEN,106289,TEACHER,YES,61,2,NO,10,URBAN,Y
17,GOVT,F,GEN,98875,ACCOUNTANT,NO,76,1,YES,10,URBAN,N
15,GOVT,F,OBC,103416,ACCOUNTANT,NO,69,2,NO,4,RURAL,Y
18,GOVT,F,GEN,242553,LABOUR,NO,89,1,NO,7,RURAL,Y
12,GOVT,M,SC,97309,LABOUR,NO,65,4,NO,3,URBAN,Y
17,PVT,F,GEN,100016,LABOUR,NO,88,1,NO,9,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,89,2,NO,7,RURAL,N
18,PVT,F,GEN,83420,OTHERS,NO,85,1,YES,11,RURAL,N
18,GOVT,M,OBC,121898,ACCOUNTANT,NO,89,2,NO,10,URBAN,N
17,PVT,F,SC,241631,LABOUR,NO,62,1,NO,10,URBAN,N
15,GOVT,M,OBC,78745,LABOUR,NO,78,4,YES,5,RURAL,Y
18,GOVT,F,OBC,116637,OTHERS,NO,57,2,YES,6,RURAL,Y
17,PVT,F,GEN,171308,BUSINESS,YES,75,2,NO,11,RURAL,N
13,GOVT,M,OBC,101854,OTHERS,NO,69,4,YES,4,RURAL,Y
18,PVT,F,GEN,208463,BUSINESS,YES,75,2,NO,9,URBAN,N
15,GOVT,M,SC,59000,LABOUR,YES,55,5,NO,4,RURAL,Y
18,PVT,F,GEN,140783,TEACHER,NO,89,1,NO,11,URBAN,N
17,PVT,F,GEN,232786,OTHERS,NO,89,1,YES,11,RURAL,N
13,GOVT,M,GEN,98852,LABOUR,YES,56,5,YES,3,URBAN,Y
18,PVT,F,GEN,293778,ACCOUNTANT,NO,83,1,NO,10,URBAN,N
16,PVT,F,GEN,189070,ACCOUNTANT,NO,89,1,YES,11,RURAL,N
11,GOVT,M,GEN,129862,LABOUR,YES,74,4,YES,3,RURAL,Y
15,GOVT,M,OBC,82893,FARMER,NO,55,3,YES,4,RURAL,Y
17,PVT,F,GEN,300000,ACCOUNTANT,YES,89,1,NO,9,URBAN,N
16,GOVT,M,OBC,59107,LABOUR,NO,66,3,YES,4,RURAL,Y
17,PVT,F,GEN,112390,LABOUR,NO,62,2,NO,3,RURAL,Y
12,GOVT,M,SC,122558,FARMER,NO,63,4,YES,5,RURAL,Y
14,GOVT,M,OBC,59000,LABOUR,NO,58,3,YES,4,RURAL,Y
14,GOVT,M,SC,59000,LABOUR,NO,55,5,YES,3,RURAL,Y
17,GOVT,F,GEN,103143,FARMER,NO,88,3,YES,9,RURAL,N
13,GOVT,M,SC,65879,LABOUR,NO,62,4,YES,3,URBAN,N
12,PVT,F,GEN,108342,OTHERS,NO,64,1,YES,4,RURAL,N
12,GOVT,M,GEN,103155,TEACHER,NO,58,5,NO,3,RURAL,Y
18,PVT,F,GEN,300000,BUSINESS,YES,89,1,NO,8,URBAN,N
9,GOVT,M,SC,68739,LABOUR,YES,55,4,YES,3,RURAL,Y
14,PVT,F,OBC,124550,BUSINESS,NO,66,1,YES,9,URBAN,N
18,GOVT,F,GEN,161803,ACCOUNTANT,NO,67,1,NO,10,RURAL,Y
10,GOVT,M,SC,75815,LABOUR,NO,61,3,YES,4,RURAL,Y
11,GOVT,M,OBC,65640,LABOUR,NO,58,3,YES,4,RURAL,N
11,GOVT,M,GEN,75962,LABOUR,YES,59,5,YES,3,RURAL,Y
18,PVT,F,GEN,217060,ACCOUNTANT,YES,79,2,NO,7,URBAN,Y
17,PVT,F,GEN,300000,ACCOUNTANT,YES,83,2,NO,8,URBAN,N
18,PVT,F,GEN,114936,ACCOUNTANT,NO,68,2,NO,9,URBAN,N
16,GOVT,M,OBC,119207,BUSINESS,NO,66,2,NO,10,URBAN,N
11,GOVT,M,OBC,107884,LABOUR,NO,67,4,YES,3,RURAL,Y
10,PVT,M,GEN,82019,ACCOUNTANT,NO,62,2,YES,5,URBAN,N
15,GOVT,F,SC,98024,TEACHER,YES,73,5,NO,6,URBAN,Y
16,PVT,F,GEN,180923,OTHERS,NO,89,2,NO,10,RURAL,N
14,GOVT,M,OBC,59000,LABOUR,NO,60,4,YES,4,RURAL,Y
17,GOVT,M,GEN,59000,LABOUR,YES,65,5,NO,4,RURAL,Y
13,GOVT,F,GEN,130509,TEACHER,NO,64,4,NO,8,RURAL,Y
13,GOVT,F,ST,129434,ACCOUNTANT,NO,61,2,YES,9,RURAL,Y
18,PVT,F,GEN,300000,BUSINESS,YES,79,1,NO,8,URBAN,Y
15,GOVT,M,OBC,113275,OTHERS,NO,66,2,YES,5,RURAL,Y
18,GOVT,M,OBC,112086,OTHERS,YES,62,3,NO,5,RURAL,Y
18,GOVT,M,OBC,135898,OTHERS,NO,65,4,YES,4,RURAL,Y
17,GOVT,F,GEN,153531,ACCOUNTANT,NO,89,2,NO,9,URBAN,N
11,GOVT,M,SC,102545,TEACHER,NO,76,3,NO,3,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,YES,84,2,NO,9,URBAN,N
15,GOVT,M,OBC,73271,FARMER,NO,61,4,YES,4,RURAL,Y
14,GOVT,M,SC,100149,LABOUR,NO,55,3,YES,4,RURAL,Y
14,GOVT,M,OBC,127180,FARMER,NO,68,3,YES,5,RURAL,Y
18,GOVT,F,SC,95267,LABOUR,NO,83,4,NO,4,URBAN,N
17,PVT,F,GEN,206334,TEACHER,NO,89,1,YES,12,RURAL,N
17,PVT,F,GEN,254155,OTHERS,NO,84,1,NO,11,RURAL,N
18,PVT,F,GEN,212905,BUSINESS,NO,86,1,NO,12,RURAL,N
13,GOVT,F,GEN,93499,TEACHER,NO,78,1,NO,3,URBAN,Y
17,PVT,F,GEN,300000,BUSINESS,YES,89,2,NO,8,URBAN,N
16,PVT,F,GEN,124462,ACCOUNTANT,NO,89,1,NO,10,URBAN,N
18,GOVT,M,GEN,59000,LABOUR,NO,74,2,NO,11,RURAL,Y
16,PVT,F,GEN,298795,ACCOUNTANT,NO,83,2,NO,8,URBAN,N
17,GOVT,F,GEN,236940,ACCOUNTANT,NO,89,1,NO,9,RURAL,N
17,PVT,F,GEN,138309,BUSINESS,NO,86,2,NO,9,URBAN,N
17,PVT,F,GEN,192047,ACCOUNTANT,YES,89,1,NO,9,URBAN,N
18,PVT,F,GEN,300000,ACCOUNTANT,NO,86,2,NO,10,RURAL,N
18,GOVT,M,OBC,108915,FARMER,NO,74,3,YES,5,RURAL,N
17,GOVT,F,GEN,124972,ACCOUNTANT,NO,67,2,NO,3,RURAL,Y
14,GOVT,M,ST,59000,LABOUR,NO,61,4,NO,3,RURAL,Y
16,PVT,F,SC,239580,BUSINESS,NO,74,1,NO,8,URBAN,N
18,GOVT,F,OBC,223088,OTHERS,YES,78,2,YES,8,RURAL,N
16,PVT,F,GEN,173022,LABOUR,YES,86,2,NO,8,URBAN,N
18,PVT,M,GEN,123951,TEACHER,NO,60,1,YES,9,RURAL,Y
16,PVT,F,GEN,288329,ACCOUNTANT,YES,83,2,NO,8,RURAL,N
18,GOVT,M,GEN,300000,ACCOUNTANT,NO,89,1,NO,9,URBAN,N
16,GOVT,M,SC,82127,FARMER,NO,75,1,YES,11,RURAL,Y
17,GOVT,M,OBC,122685,FARMER,NO,75,4,YES,7,RURAL,Y
15,GOVT,M,OBC,111812,OTHERS,NO,57,3,YES,4,RURAL,Y
18,PVT,F,GEN,83157,LABOUR,NO,66,2,NO,11,RURAL,N
16,PVT,F,GEN,190747,ACCOUNTANT,YES,89,1,NO,8,URBAN,N
12,GOVT,M,OBC,59000,LABOUR,NO,62,5,YES,3,RURAL,Y
18,GOVT,F,GEN,237282,TEACHER,NO,89,2,NO,9,RURAL,Y
17,PVT,M,GEN,254327,ACCOUNTANT,YES,88,1,NO,9,URBAN,N
14,GOVT,M,ST,83635,LABOUR,NO,60,5,YES,5,RURAL,Y
13,GOVT,M,SC,69467,LABOUR,NO,55,4,YES,5,RURAL,Y
14,GOVT,F,SC,95287,LABOUR,NO,60,4,YES,3,URBAN,Y
15,PVT,F,GEN,250330,TEACHER,YES,88,2,NO,9,RURAL,N
11,GOVT,M,OBC,118829,OTHERS,NO,56,3,YES,4,RURAL,Y
17,PVT,F,ST,300000,FARMER,NO,89,2,NO,11,RURAL,N
13,GOVT,M,OBC,96600,FARMER,NO,62,3,YES,3,RURAL,Y
18,GOVT,M,OBC,59000,OTHERS,NO,60,4,YES,5,RURAL,Y
15,GOVT,M,OBC,105152,LABOUR,YES,61,3,NO,3,RURAL,Y
14,GOVT,M,OBC,74190,LABOUR,NO,57,5,NO,3,RURAL,Y
17,PVT,M,GEN,286310,ACCOUNTANT,NO,88,3,NO,10,RURAL,N
17,PVT,F,ST,121774,ACCOUNTANT,NO,68,1,YES,10,RURAL,N
9,GOVT,M,GEN,76023,LABOUR,NO,76,5,NO,3,RURAL,Y
18,PVT,F,GEN,300000,BUSINESS,NO,88,1,NO,10,URBAN,N
12,GOVT,M,SC,59000,LABOUR,NO,62,5,YES,3,RURAL,Y
18,PVT,F,GEN,166669,ACCOUNTANT,NO,89,2,NO,9,URBAN,N
17,PVT,F,GEN,300000,OTHERS,NO,84,2,NO,8,URBAN,N
12,GOVT,M,GEN,114099,FARMER,NO,73,3,NO,4,RURAL,Y
12,PVT,F,OBC,125556,TEACHER,NO,63,2,NO,3,URBAN,N
18,GOVT,M,OBC,254170,OTHERS,YES,89,2,YES,10,RURAL,Y
13,GOVT,M,SC,97828,LABOUR,NO,74,5,NO,4,RURAL,Y
17,GOVT,F,GEN,149994,LABOUR,NO,73,1,NO,10,RURAL,N
18,GOVT,M,GEN,131298,OTHERS,NO,58,1,YES,5,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,YES,84,2,NO,10,URBAN,N
13,GOVT,M,SC,124186,LABOUR,NO,65,4,YES,5,RURAL,Y
15,GOVT,F,GEN,102121,LABOUR,NO,72,2,YES,9,URBAN,Y
16,PVT,F,GEN,214049,ACCOUNTANT,NO,89,1,NO,8,URBAN,N
12,PVT,F,GEN,99390,ACCOUNTANT,YES,73,3,NO,3,URBAN,N
9,GOVT,M,SC,69080,LABOUR,NO,63,4,YES,3,RURAL,Y
12,GOVT,M,ST,59000,LABOUR,YES,55,5,YES,3,RURAL,Y
17,PVT,F,GEN,300000,ACCOUNTANT,YES,89,2,NO,9,URBAN,N
15,GOVT,M,GEN,202787,OTHERS,YES,66,3,NO,5,RURAL,N
12,GOVT,M,OBC,59000,FARMER,NO,57,4,YES,4,RURAL,Y
12,GOVT,F,SC,67540,LABOUR,NO,83,4,YES,3,URBAN,N
9,PVT,M,GEN,102981,OTHERS,NO,76,3,NO,3,RURAL,Y
14,GOVT,M,ST,102652,TEACHER,NO,74,2,NO,3,RURAL,Y
13,GOVT,M,ST,132414,LABOUR,NO,63,1,YES,3,RURAL,Y
